Crop Common Name ,Disease Name (Type),Scientific name,Treatment Methods
ಕ್ಯಾರೆಟ್,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಅಂಗಮಾರಿ,ಜಾಂಥೋಮೋನಾಸ್ ಕ್ಯಾಂಪೆಸ್ಟ್ರಿಸ್,"ಎಲೆ ಮೇಲೆ ಹಳದಿ ಚುಕ್ಕೆಗಳು, ಕೆಳಗೆ ಹೊಳಪು ಕಾಣುತ್ತದೆ. ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಬಳಸಿ. ಹನಿ ನೀರಾವರಿ ಬಳಸಿ ಎಲೆ ಒದ್ದೆಯಾಗದಂತೆ ನೋಡಿ."
ಕ್ಯಾರೆಟ್,ಬೂದಿ ರೋಗ (Powdery Mildew),ಎರಿಸೈಫಿ ಹೆರಾಕ್ಲೈ,ಎಲೆ ಮತ್ತು ಕಾಂಡದ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ. ಗಂಧಕ ಅಥವಾ ಹೆಕ್ಸಾಕೊನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಅಡುಗೆ ಸೋಡಾ ಮಿಶ್ರಿತ ನೀರನ್ನು ಬಳಸಬಹುದು.
ಕ್ಯಾರೆಟ್,ಆಸ್ಟರ್ ಹಳದಿ ರೋಗ,ಆಸ್ಟರ್ ಯೆಲ್ಲೋಸ್ (ಫೈಟೋಪ್ಲಾಸ್ಮಾ),ಎಲೆಗಳು ಹಳದಿಯಾಗಿ ಗಿಡ ಕುಂಚದಂತಾಗುತ್ತದೆ. ಬೇರುಗಳಿಗೆ ಸಣ್ಣ ಕೂದಲು ಬರುತ್ತವೆ. ಜಿಗಿನೊಣಗಳ ನಿಯಂತ್ರಣಕ್ಕೆ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ಕ್ಯಾರೆಟ್,ಬಿಳಿ ಬೂಸಲು ಕೊಳೆತ,ಸ್ಕ್ಲೆರೋಟಿನಿಯಾ ಸ್ಕ್ಲೆರೋಟಿಯೋರಮ್,ಬುಡದಲ್ಲಿ ಬಿಳಿ ಹತ್ತಿಯಂತ ಬೂಸಲು. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣಿನ ಸೌರ ಉಪಚಾರ (Solarization) ಮಾಡಿ.
ಕ್ಯಾರೆಟ್,ಸಸಿ ಕೊಳೆತ (Damping Off),ಪೈಥಿಯಂ ಪ್ರಭೇದ,ಸಸಿಗಳು ನೆಲಕ್ಕೆ ಉರುಳಿ ಸಾಯುತ್ತವೆ. ಟ್ರೈಕೋಡರ್ಮಾ ಅಥವಾ ಕ್ಯಾಪ್ಟನ್‌ನಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ಮಣ್ಣು ಅತಿಯಾಗಿ ಒದ್ದೆಯಾಗದಂತೆ ನೋಡಿ.
ಕ್ಯಾರೆಟ್,ಬೇರು ಗಂಟು ಜಂತುಹುಳು,ಮೆಲೋಯಿಡೋಗೈನೆ ಪ್ರಭೇದ,ಬೇರುಗಳು ಸೀಳುತ್ತವೆ ಅಥವಾ ಗಂಟಾಗುತ್ತವೆ. ಸಾಲುಗಳ ಮಧ್ಯೆ ಚೆಂಡುಹೂ ಬೆಳೆಸಿ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ (250kg/acre) ಬಳಸಿ.
ಕ್ಯಾರೆಟ್,ಕ್ಯಾವಿಟಿ ಸ್ಪಾಟ್,ಪೈಥಿಯಂ ಪ್ರಭೇದ,ಬೇರಿನ ಮೇಲೆ ತಗ್ಗು ಬಿದ್ದ ಬೂದು ಮಚ್ಚೆಗಳು. ಹೊಲದಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿ. ಅತಿಯಾದ ಸಾರಜನಕ ಬಳಕೆ ಮಾಡಬೇಡಿ.
ಕ್ಯಾರೆಟ್,ಕಪ್ಪು ಕೊಳೆತ,ಆಲ್ಟರ್ನೇರಿಯಾ ರಾಡಿಸಿನಾ,ಸಸಿ ಕೊಳೆತ ಮತ್ತು ಬೇರಿನ ಬುಡದಲ್ಲಿ ಕಪ್ಪು ಮಚ್ಚೆ. ಬಿತ್ತನೆ ಮುನ್ನ ಬಿಸಿ ನೀರಿನಲ್ಲಿ ಬೀಜೋಪಚಾರ ಮಾಡಿ. 3-4 ವರ್ಷ ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಕ್ಯಾರೆಟ್,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಮೆದು ಕೊಳೆತ,ಪೆಕ್ಟೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಕ್ಯಾರೋಟೋವೋರಮ್,ಬೇರು ಮೆತ್ತಗಾಗಿ ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತದೆ. ಕೊಯ್ಲು ಮಾಡುವಾಗ ಗಾಯವಾಗದಂತೆ ನೋಡಿ. ದಾಸ್ತಾನು ಮಾಡುವ ಮುನ್ನ ಕೆಟ್ಟ ಕ್ಯಾರೆಟ್ ತೆಗೆಯಿರಿ.
ಕ್ಯಾರೆಟ್,ರಸ್ಟ್ ಫ್ಲೈ ಬಾಧೆ,ಸಿಲಾ ರೋಸೆ,ಬೇರುಗಳಲ್ಲಿ ಕೆಂಪು-ಕಂದು ಬಣ್ಣದ ಹುಳು ಹಾದಿಗಳು. ಹೊಲದಲ್ಲಿ ಒಂದೇ ಬಾರಿಗೆ ಎಲ್ಲವನ್ನೂ ಕೊಯ್ಲು ಮಾಡಿ. ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣು ಮಗುಚಿ ಹಾಕಿ.
ಕ್ಯಾರೆಟ್,ಸಾಮಾನ್ಯ ಕಜ್ಜಿ ರೋಗ,ಸ್ಟ್ರೆಪ್ಟೋಮೈಸಿಸ್ ಸ್ಕ್ಯಾಬೀಸ್,ಚರ್ಮದ ಮೇಲೆ ಒರಟಾದ ಕಲೆಗಳು. ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶ ಕಾಪಾಡಿ. ಹಸಿ ಸಗಣಿ ಗೊಬ್ಬರವನ್ನು ನೇರವಾಗಿ ಬಳಸಬೇಡಿ.
ಕ್ಯಾರೆಟ್,ಕಪ್ಪು ಬೇರು ಕೊಳೆತ,ಥಿಯಲವಿಯೋಪ್ಸಿಸ್ ಬೇಸಿಕೋಲಾ,ದಾಸ್ತಾನು ಸಮಯದಲ್ಲಿ ಕಪ್ಪು ಮಚ್ಚೆಗಳು. ಕೊಯ್ಲಿನ ನಂತರ ಕ್ಯಾರೆಟ್ ಅನ್ನು 5°C ಗಿಂತ ಕಡಿಮೆ ತಾಪಮಾನದಲ್ಲಿ ಇಡಿ. ಗಾಳಿಯಾಡುವಂತೆ ನೋಡಿ.
ಕ್ಯಾರೆಟ್,ಮಾಟ್ಲಿ ಕುಬ್ಜ ವೈರಸ್,ಮಾಟ್ಲಿ ಡ್ವಾರ್ಫ್ ವೈರಸ್,ಎಲೆಗಳು ಕೆಂಪು ಅಥವಾ ಹಳದಿಯಾಗುತ್ತವೆ. ಅಫಿಡ್ಸ್ ಹತೋಟಿಗೆ ಹಳದಿ ಅಂಟು ಬಲೆ ಮತ್ತು ಡಿಮೆಥೋಯೇಟ್ ಬಳಸಿ.
ಕ್ಯಾರೆಟ್,ಲೈಕೋರಿಸ್ ಕೊಳೆತ,ಮೈಕೋಸೆಂಟ್ರೋಸ್ಪೋರಾ ಅಸೆರಿನಾ,ದಾಸ್ತಾನು ಸಮಯದಲ್ಲಿ ಕಪ್ಪು ನೀರಿನಂತ ಮಚ್ಚೆ. ಒಣ ಹವಾಮಾನದಲ್ಲಿ ನಾಟಿ ಮಾಡಿ. ದಾಸ್ತಾನು ಮುನ್ನ ಕ್ಯಾರೆಟ್ ಸರಿಯಾಗಿ ಒಣಗಿಸಿ.
ಹೂಕೋಸು,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಕಪ್ಪು ಕೊಳೆತ,ಜಾಂಥೋಮೋನಾಸ್ ಕ್ಯಾಂಪೆಸ್ಟ್ರಿಸ್,ಎಲೆ ಅಂಚಿನಲ್ಲಿ 'V' ಆಕಾರದ ಹಳದಿ ಮಚ್ಚೆ. ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ (1g) + ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ (20g) ಬಳಸಿ. ಬಿಸಿ ನೀರಿನಲ್ಲಿ ಬೀಜೋಪಚಾರ ಮಾಡಿ.
ಹೂಕೋಸು,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ,ಪೆರೋನೋಸ್ಪೋರಾ ಪ್ಯಾರಾಸಿಟಿಕಾ,"ಎಲೆ ಮೇಲೆ ಹಳದಿ ಮಚ್ಚೆ, ಕೆಳಗೆ ಬಿಳಿ ಬೂಸಲು. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ + ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ನರ್ಸರಿಯಲ್ಲಿ ರೋಗ ಬರದಂತೆ ಜಾಗ್ರತೆ ವಹಿಸಿ."
ಹೂಕೋಸು,ಅಲ್ಟರ್ನೇರಿಯಾ ಎಲೆ ಮಚ್ಚೆ,ಆಲ್ಟರ್ನೇರಿಯಾ ಬ್ರಾಸಿಕೇ,ಎಲೆ ಮತ್ತು ಹೂವಿನ ಮೇಲೆ ಕಪ್ಪು ವೃತ್ತಾಕಾರದ ಮಚ್ಚೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ. ಹೊಲವನ್ನು ಸ್ವಚ್ಛವಾಗಿಡಿ.
ಹೂಕೋಸು,ಗಂಟು ಬೇರು (Clubroot),ಪ್ಲಾಸ್ಮೋಡಿಯೋಫೋರಾ ಬ್ರಾಸಿಕೇ,"ಹಗಲು ಬಾಡುವುದು, ಬೇರು ಗಂಟಾಗುವುದು. ಭೂಮಿ ಸಿದ್ಧತೆ ವೇಳೆ ಸುಣ್ಣ (Lime) ಬಳಸಿ. 3 ವರ್ಷ ಹೂಕೋಸು ಬೆಳೆಯಬೇಡಿ."
ಹೂಕೋಸು,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಮೆದು ಕೊಳೆತ,ಪೆಕ್ಟೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಕ್ಯಾರೋಟೋವೋರಮ್,ಹೂವು ಮೆತ್ತಗಾಗಿ ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತದೆ. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಒಣ ಹವಾಮಾನದಲ್ಲಿ ಮಾತ್ರ ಕೊಯ್ಲು ಮಾಡಿ.
ಹೂಕೋಸು,ವಿಪ್-ಟೇಲ್ (Whiptail),ಮಾಲಿಬ್ಡಿನಮ್ ಕೊರತೆ,ಎಲೆಗಳು ದಾರದಂತೆ ಸಪೂರವಾಗುತ್ತವೆ. ಇದು ಮಾಲಿಬ್ಡಿನಮ್ ಕೊರತೆ. ಮಣ್ಣಿಗೆ ಸುಣ್ಣ ಹಾಕಿ ಮತ್ತು ಸೋಡಿಯಂ ಮಾಲಿಬ್ಡೇಟ್ (1g/L) ಸಿಂಪಡಿಸಿ.
ಹೂಕೋಸು,ಹೂವು ಕಂದಾಗುವುದು,ಬೋರಾನ್ ಕೊರತೆ,ಹೂವು ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗುತ್ತದೆ ಮತ್ತು ಕಾಂಡ ಪೊಳ್ಳಾಗುತ್ತದೆ. ಇದು ಬೋರಾನ್ ಕೊರತೆ. ಹೂ ಬಿಡುವಾಗ ಬೋರಾಕ್ಸ್ (2g/L) ಸಿಂಪಡಿಸಿ.
ಹೂಕೋಸು,ಸಸಿ ಕೊಳೆತ (Damping Off),ಪೈಥಿಯಂ ಪ್ರಭೇದ,ಸಸಿಗಳ ಬುಡ ಕೊಳೆತು ನೆಲಕ್ಕೆ ಉರುಳುತ್ತವೆ. ಟ್ರೈಕೋಡರ್ಮಾ ಬಳಸಿ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ಎತ್ತರಿಸಿದ ಪಾತಿಗಳನ್ನು ಬಳಸಿ.
ಹೂಕೋಸು,ಸ್ಕ್ಲೆರೋಟಿನಿಯಾ ಕಾಂಡ ಕೊಳೆತ,ಸ್ಕ್ಲೆರೋಟಿನಿಯಾ ಸ್ಕ್ಲೆರೋಟಿಯೋರಮ್,ಹೂವಿನ ಬುಡದಲ್ಲಿ ಬಿಳಿ ಹತ್ತಿಯಂತ ಬೂಸಲು. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಗಿಡಗಳ ನಡುವೆ ಸರಿಯಾದ ಅಂತರವಿರಲಿ.
ಹೂಕೋಸು,ಬೂದಿ ರೋಗ (Powdery Mildew),ಎರಿಸೈಫಿ ಪಾಲಿಗೋನಿ,ಎಲೆ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ. ಗಂಧಕ ಅಥವಾ ಡಿನೋಕ್ಯಾಪ್ ಸಿಂಪಡಿಸಿ. ಅತಿಯಾದ ಸಾರಜನಕ (Urea) ಗೊಬ್ಬರ ಬೇಡ.
ಹೂಕೋಸು,ಕಪ್ಪು ಕಾಲು ರೋಗ (Black Leg),ಫೋಮಾ ಲಿಂಗಮ್,ಬುಡದ ಕಾಂಡ ಕಪ್ಪಾಗಿ ಕೊಳೆಯುತ್ತದೆ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ (1g/L) ಸಿಂಪಡಿಸಿ. ರೋಗವಿಲ್ಲದ ಬಿತ್ತನೆ ಬೀಜ ಬಳಸಿ.
ಹೂಕೋಸು,ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಕಾಲಿಫ್ಲವರ್ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆಗಳ ಮೇಲೆ ಹಸಿರು-ಹಳದಿ ಮಚ್ಚೆ. ಅಫಿಡ್ಸ್ ಹತೋಟಿಗೆ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ. ಸೋಂಕಿತ ಗಿಡಗಳನ್ನು ಕಿತ್ತು ಸುಟ್ಟು ಹಾಕಿ.
ಹೂಕೋಸು,ರೈಸಿ / ಫಜಿ ಹೂವು (Ricey),ದೈಹಿಕ ವಿಕೋಪ,ಹೂವು ಬಿಡಿಯಾಗಿ ಅಥವಾ ಕೂದಲು ಬಂದಂತೆ ಕಾಣುತ್ತದೆ. ಇದು ಅತಿ ಶಾಖ ಅಥವಾ ತಡವಾದ ಕೊಯ್ಲಿನಿಂದಾಗುತ್ತದೆ. ಹವಾಮಾನಕ್ಕೆ ತಕ್ಕ ತಳಿ ಬಳಸಿ.
ಹೂಕೋಸು,ಕುರುಡು ಗಿಡ (Blindness),ದೈಹಿಕ ವಿಕೋಪ,ಗಿಡದಲ್ಲಿ ಹೂವು ಬರುವುದಿಲ್ಲ. ಇದು ಕೀಟಗಳ ಬಾಧೆ ಅಥವಾ ಅತಿ ಚಳಿಯಿಂದಾಗುತ್ತದೆ. ಆರಂಭದಲ್ಲೇ ಡೈಮಂಡ್ ಬ್ಯಾಕ್ ಕೀಟದ ನಿಯಂತ್ರಣ ಮಾಡಿ.
ಹೂಕೋಸು,ಬಟನಿಂಗ್ (Buttoning),ಸಾರಜನಕ ಕೊರತೆ,ಹೂವು ಅತಿ ಸಣ್ಣದಾಗಿ (ಬಟನ್‌ನಂತೆ) ಉಳಿಯುತ್ತದೆ. ಹಳೆಯ ಸಸಿಗಳನ್ನು ನಾಟಿ ಮಾಡಬೇಡಿ. ನಾಟಿ ಮಾಡಿದ ದಿನದಿಂದ ಸರಿಯಾದ ಗೊಬ್ಬರ ನೀಡಿ.
ನುಗ್ಗೆಕಾಯಿ,ಕೊಂಬೆ ಅಂಗಮಾರಿ (Twig Blight),ಕೋನಿಫೋರಾ ಪ್ರಭೇದ,ಕೊಂಬೆಗಳ ತುದಿ ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಒಣಗುತ್ತವೆ. ಒಣಗಿದ ಭಾಗಕ್ಕಿಂತ 3 ಇಂಚು ಕೆಳಗೆ ಕೊಂಬೆಯನ್ನು ಕತ್ತರಿಸಿ ಸುಟ್ಟು ಹಾಕಿ. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ (3g/L) ಸಿಂಪಡಿಸಿ.
ನುಗ್ಗೆಕಾಯಿ,ಸರ್ಕೋಸ್ಪೊರಾ ಎಲೆ ಮಚ್ಚೆ,ಸರ್ಕೋಸ್ಪೊರಾ ಅಬೆಲ್ಮಾಸ್ಕಿ,ಎಲೆ ಮೇಲೆ ಕಂದು ಚುಕ್ಕೆಗಳು ಬಂದು ಎಲೆ ಉದುರುತ್ತದೆ. ಮ್ಯಾಂಕೊಜೆಬ್ (2g/L) ಸಿಂಪಡಿಸಿ. ಮರದ ಬುಡದಲ್ಲಿ ಕಳೆ ಇಲ್ಲದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.
ನುಗ್ಗೆಕಾಯಿ,ಬೂದಿ ರೋಗ (Powdery Mildew),ಎರಿಸೈಫಿ ಸಿಕೋರಾಸಿಯಾರಮ್,ಎಲೆ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಕಾಣುತ್ತದೆ. ಗಂಧಕ (3g/L) ಅಥವಾ ಬೇವಿನ ಎಣ್ಣೆ ಮತ್ತು ಅಡುಗೆ ಸೋಡಾ ಮಿಶ್ರಣ ಸಿಂಪಡಿಸಿ. ಚಳಿಗಾಲದಲ್ಲಿ ಅತಿಯಾಗಿ ನೀರು ಹರಿಸಬೇಡಿ.
ನುಗ್ಗೆಕಾಯಿ,ಸಸಿ ಕೊಳೆತ (Damping Off),ಪೈಥಿಯಂ ಪ್ರಭೇದ,ನರ್ಸರಿಯಲ್ಲಿ ಸಸಿಗಳ ಬುಡ ಕೊಳೆತು ಸಾಯುತ್ತವೆ. ಬಿತ್ತನೆ ಮುನ್ನ ಟ್ರೈಕೋಡರ್ಮಾ (4g/kg) ಬಳಸಿ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ಎತ್ತರಿಸಿದ ಪಾತಿಗಳನ್ನು ಬಳಸಿ.
ನುಗ್ಗೆಕಾಯಿ,ಕಾಯಿ ಕೊಳೆತ (Pod Rot),ಫೈಟೊಪ್ಥೋರಾ ಪ್ರಭೇದ,ಕಾಯಿಗಳ ಮೇಲೆ ಕಪ್ಪು ತಗ್ಗು ಮಚ್ಚೆ ಬಂದು ಮೆತ್ತಗಾಗುತ್ತವೆ. ಹೂ ಬಿಡುವಾಗ ಕಾರ್ಬನ್ ಡೈಜಿಮ್ (1g/L) ಸಿಂಪಡಿಸಿ. ಮರದ ಬುಡದಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿ.
ನುಗ್ಗೆಕಾಯಿ,ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಯೆಲ್ಲೋ ವೇನ್ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆಗಳು ವಿಕಾರವಾಗಿ ಮಚ್ಚೆಗಳು ಮೂಡುತ್ತವೆ. ಇದನ್ನು ಹರಡುವ ಅಫಿಡ್ಸ್ ಹತೋಟಿಗೆ ಹಳದಿ ಅಂಟು ಬಲೆ ಬಳಸಿ. ರೋಗವಿರುವ ಕೊಂಬೆ ಅಥವಾ ಗಿಡವನ್ನು ಕಿತ್ತುಹಾಕಿ.
ನುಗ್ಗೆಕಾಯಿ,ಬೇರು ಕೊಳೆತ (Root Rot),ರೈಜೋಕ್ಟೋನಿಯಾ ಬಟಾಟಿಕೋಲಾ,ಗಿಡ ಹಳದಿಯಾಗಿ ದಿಢೀರನೆ ಬಾಡುತ್ತದೆ. ಬೇರಿನ ಭಾಗಕ್ಕೆ ಟ್ರೈಕೋಡರ್ಮಾ ದ್ರಾವಣ ಸುರಿಯಿರಿ. ನೀರು ಸರಾಗವಾಗಿ ಹರಿದು ಹೋಗುವಂತೆ ಪಾತಿ ಮಾಡಿ.
ನುಗ್ಗೆಕಾಯಿ,ಎಲೆ ತುಕ್ಕು ರೋಗ (Leaf Rust),ಪಕ್ಸಿನಿಯಾ ಪ್ರಭೇದ,ಎಲೆ ಕೆಳಗೆ ಕಿತ್ತಳೆ ಬಣ್ಣದ ಪುಡಿ ಇರುತ್ತದೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಪ್ರೊಪಿಕೊನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಗಾಳಿಯಾಡಲು ಮರದ ಕೊಂಬೆಗಳನ್ನು ಸವಿಯಿರಿ.
ನುಗ್ಗೆಕಾಯಿ,ಮಸಿ ರೋಗ (Sooty Mold),ಕ್ಯಾಪ್ನೋಡಿಯಂ ಪ್ರಭೇದ,ಎಲೆ ಮೇಲೆ ಕಪ್ಪು ಬಣ್ಣದ ಬೂಸಲು (ಮಸಿ) ಇರುತ್ತದೆ. ಮೊದಲು ಜಿಗಿ ಕೀಟಗಳನ್ನು ನಿಯಂತ್ರಿಸಿ. ನಂತರ ಎಲೆಗಳ ಮೇಲೆ ಜೋರಾಗಿ ನೀರು ಸಿಂಪಡಿಸಿ ತೊಳೆಯಿರಿ.
ನುಗ್ಗೆಕಾಯಿ,ಮೊಗ್ಗು ಕೊಳೆತ (Bud Rot),ಕೋನಿಫೋರಾ ಪ್ರಭೇದ,ಹೂವಿನ ಮೊಗ್ಗು ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಉದುರುತ್ತವೆ. ಹೂ ಬಿಡುವಾಗ ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಸಾರಜನಕ (Urea) ಗೊಬ್ಬರವನ್ನು ಮಿತವಾಗಿ ಬಳಸಿ.
ನುಗ್ಗೆಕಾಯಿ,ಕ್ರೌನ್ ಗಾಲ್ (Crown Gall),ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫೇಸಿಯನ್ಸ್,ಮರದ ಬುಡ ಅಥವಾ ಬೇರಿನ ಮೇಲೆ ಗಟ್ಟಿ ಗಂಟುಗಳು ಬರುತ್ತವೆ. ಮರದ ಬುಡಕ್ಕೆ ಗಾಯವಾಗದಂತೆ ನೋಡಿ. ರೋಗವಿರುವ ಗಿಡವನ್ನು ಕಿತ್ತು ನಾಶಪಡಿಸಿ.
ನುಗ್ಗೆಕಾಯಿ,ಡಿಪ್ಲೋಡಿಯಾ ಕ್ಯಾಂಕರ್,ಡಿಪ್ಲೋಡಿಯಾ ಪ್ರಭೇದ,ತೊಗಟೆಯ ಮೇಲೆ ತಗ್ಗು ಬಿದ್ದ ಗಾಯಗಳಾಗಿ ಜೇನು ಬರುತ್ತದೆ. ಗಾಯವನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಪೇಸ್ಟ್ ಹಚ್ಚಿ. ಗಿಡಕ್ಕೆ ನೀರಿನ ಅಭಾವವಾಗದಂತೆ ನೋಡಿ.
ಬೆಂಡೆಕಾಯಿ,ಹಳದಿ ನರ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಯೆಲ್ಲೋ ವೇನ್ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆ ನರಗಳು ಹಳದಿಯಾಗುತ್ತವೆ. ಇದು ಅತಿ ಅಪಾಯಕಾರಿ. ಬಿಳಿ ನೊಣ ಹತೋಟಿಗೆ ಇಮಿಡಾಕ್ಲೋಪ್ರಿಡ್ ಬಳಸಿ. ಅರ್ಕಾ ಅನಾಮಿಕಾ ಅಥವಾ ವರ್ಷಾ ಉಪಹಾರ್ ನಂತಹ ರೋಗನಿರೋಧಕ ತಳಿ ಬಳಸಿ.
ಬೆಂಡೆಕಾಯಿ,ಬೂದಿ ರೋಗ (Powdery Mildew),ಸ್ಪೀರೋಥೆಕಾ ಪನ್ನೋಸಾ,ಎಲೆಗಳ ಎರಡು ಬದಿ ಬಿಳಿ ಪುಡಿ ಕಾಣುತ್ತದೆ. ಗಂಧಕ (3g/L) ಅಥವಾ ಅಡುಗೆ ಸೋಡಾ ಮಿಶ್ರಿತ ನೀರು ಸಿಂಪಡಿಸಿ. ಗಿಡಗಳ ನಡುವೆ ಸರಿಯಾದ ಅಂತರವಿರಲಿ.
ಬೆಂಡೆಕಾಯಿ,ಸರ್ಕೋಸ್ಪೊರಾ ಎಲೆ ಮಚ್ಚೆ,ಸರ್ಕೋಸ್ಪೊರಾ ರೋಸಿಕೋಲಾ,ಎಲೆ ಕೆಳಗೆ ಕಪ್ಪು ಮಸಿ ಮತ್ತು ಮೇಲೆ ಹಳದಿ ಮಚ್ಚೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಕೆಳಗಿನ ಹಳೆಯ ಎಲೆಗಳನ್ನು ಕಿತ್ತು ಹಾಕಿ.
ಬೆಂಡೆಕಾಯಿ,ಎಲೆ ಮುದುಡು ರೋಗ (Enation),ರೋಸ್ ಲೀಫ್ ಕರ್ಲ್ ವೈರಸ್,ಎಲೆಗಳು ದಪ್ಪವಾಗಿ ಕೆಳಕ್ಕೆ ಮುದುಡುತ್ತವೆ. ಇದನ್ನು ಹರಡುವ ಬಿಳಿ ನೊಣಗಳನ್ನು ನಿಯಂತ್ರಿಸಿ. ಹಳೆಯ ಬೆಂಡೆ ಅಥವಾ ಹತ್ತಿ ಹೊಲದ ಬಳಿ ನಾಟಿ ಮಾಡಬೇಡಿ.
ಬೆಂಡೆಕಾಯಿ,ಫ್ಯುಸೇರಿಯಂ ಬಾಡು ರೋಗ,ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಗಿಡ ಬಾಡಿ ಒಣಗುತ್ತದೆ. ಬುಡಕ್ಕೆ ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ದ್ರಾವಣ ಸುರಿಯಿರಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮಾ ಜೈವಿಕ ಗೊಬ್ಬರ ಸೇರಿಸುವುದು ಉತ್ತಮ.
ಬೆಂಡೆಕಾಯಿ,ಸಸಿ ಕೊಳೆತ (Damping Off),ಪೈಥಿಯಂ ಪ್ರಭೇದ,ಸಣ್ಣ ಸಸಿಗಳು ನೆಲಕ್ಕೆ ಉರುಳಿ ಸಾಯುತ್ತವೆ. ಟ್ರೈಕೋಡರ್ಮಾ (4g/kg) ನಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ಹೊಲದಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.
