Vegetable Common Name ,Disease Name (Type),Scientific name,Treatment Methods
ಬೆಂಡೆಕಾಯಿ,ಕಾಂಡ ಮತ್ತು ಕಾಯಿ ಕೊರಕ  (ಕೀಟ ಬಾಧೆ),ಮಾರುಕಾ (Maruca),ಹುಳು ಕಾಯಿಗೆ ರಂಧ್ರ ಮಾಡಿ ತ್ಯಾಜ್ಯ ತುಂಬಿಸುತ್ತದೆ. ಬಾಧಿತ ಕಾಯಿ ಮತ್ತು ಚಿಗುರು ತೆಗೆಯಿರಿ. ಬೇವಿನ ಎಣ್ಣೆ ಅಥವಾ ಸ್ಪಿನೋಸ್ಯಾಡ್ ಸಿಂಪಡಿಸಿ. ಮೋಹಕ ಬಲೆ ಬಳಸಿ.
ಸಣ್ಣ ಗೆಡ್ಡೆ,ಗೆಡ್ಡೆ ದುಂಬಿ  (ಕೀಟ ಬಾಧೆ),ಫೈಟೋಮೈಜಾ (Phytomyza),ದುಂಬಿ ಗೆಡ್ಡೆಗೆ ರಂಧ್ರ ಮಾಡಿ ಕೊಳೆಸುತ್ತದೆ. ನಾಟಿ ಮಾಡುವಾಗ ಹೊಂಡಕ್ಕೆ ಬೂದಿ ಅಥವಾ ಬೇವಿನ ಹಿಂಡಿ ಹಾಕಿ. ಒಂದೇ ಜಾಗದಲ್ಲಿ 3 ವರ್ಷ ಬೆಳೆಯಬೇಡಿ. ಮಲ್ಚಿಂಗ್ ಮಾಡಿ.
ಸಣ್ಣ ಗೆಡ್ಡೆ,ಆಂಥ್ರಾಕ್ನೋಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕೊಲೆಟೊಟ್ರೈಕಮ್ (Colletotrichum),ಎಲೆ ಸುಟ್ಟು ಬಳ್ಳಿ ಸಾಯುತ್ತದೆ. ಗೆಡ್ಡೆ ಬೆಳೆಯುವುದಿಲ್ಲ. ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಮುಂಗಾರು ಮಳೆಗೂ ಮುನ್ನ ನಾಟಿ ಮಾಡಿ.
ಸಣ್ಣ ಗೆಡ್ಡೆ,ಗೆಡ್ಡೆ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫ್ಯುಸಾರಿಯಂ (Fusarium),ಶೇಖರಣೆಯಲ್ಲಿ ಗೆಡ್ಡೆ ಕೊಳೆಯುತ್ತದೆ. ನೆರಳಿನಲ್ಲಿ ಒಣಗಿಸಿ ಶೇಖರಿಸಿ. ಪೆಟ್ಟಾಗದಂತೆ ನೋಡಿ.
ಚಪ್ಪರದ ಅವರೆ,ಕಾಯಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೈಟೋಫthora (Phytophthora),ಮಲೆನಾಡು ಭಾಗದಲ್ಲಿ ಇದು ಹೆಚ್ಚು. ಕಾಯಿ ಕಂದಾಗಿ ಒಣಗುತ್ತದೆ. ಬೀಜ ಮುದುರುತ್ತದೆ. ಗಿಡ ವಿರಳ ಮಾಡಿ ಗಾಳಿ ಆಡುವಂತೆ ಮಾಡಿ. ಹೂವು ಬಿಡುವಾಗ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ.
ಚಪ್ಪರದ ಅವರೆ,ಜಿಗಿಹೇನು / ಆಫಿಡ್ಸ್  (ಕೀಟ ಬಾಧೆ),ಆಫಿಸ್ (Aphis),ಕಪ್ಪು ಕೀಟಗಳು ಚಿಗುರು ಮತ್ತು ಕಾಯಿ ಮೇಲೆ ಕುಳಿತು ರಸ ಹೀರುತ್ತವೆ. ಜೋರಾಗಿ ನೀರು ಸಿಂಪಡಿಸಿ ತೊಳೆಯಿರಿ. ಸಾಬೂನು ನೀರು ಅಥವಾ ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ಲೇಡಿಬಗ್ ಗಳನ್ನು ಉಳಿಸಿ.
ತೊಂಡೆಕಾಯಿ,ಆಂಥ್ರಾಕ್ನೋಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕೊಲೆಟೊಟ್ರೈಕಮ್ (Colletotrichum),ಕಾಯಿ ಮತ್ತು ಬಳ್ಳಿ ಮೇಲೆ ಕಪ್ಪು ತಗ್ಗು ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ಬಳ್ಳಿ ವಿರಳ ಮಾಡಿ. ಸೋಂಕಿತ ಕಾಯಿ ತೆಗೆಯಿರಿ. ಸ್ಯೂಡೋಮೋನಾಸ್ ಅಥವಾ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ತೊಂಡೆಕಾಯಿ,ನುಸಿ / ಮೈಟ್ಸ್  (ನುಸಿ ಬಾಧೆ),ಟೆಟ್ರಾನಿಕಸ್ (Tetranychus),ಎಲೆ ಕೆಂಪಾಗಿ ಸುಟ್ಟಂತಾಗುತ್ತದೆ. ಬಿಸಿಲಿದ್ದರೆ ಇದು ಹೆಚ್ಚು. ಜೋರಾಗಿ ನೀರು ಸಿಂಪಡಿಸಿ. ಕರಗುವ ಗಂಧಕ ಸಿಂಪಡಿಸಿ.
ತೊಂಡೆಕಾಯಿ,ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಎರಿಸೈಫಿ (Erysiphe),ಕಾಯಿ ಮತ್ತು ಬಳ್ಳಿ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಬರುತ್ತದೆ. ಕರಗುವ ಗಂಧಕ ಸಿಂಪಡಿಸಿ. ಬಳ್ಳಿ ವಿರಳ ಮಾಡಿ.
ತೊಂಡೆಕಾಯಿ,ಮೊಸೈಕ್ ವೈರಸ್  (ವೈರಸ್ ರೋಗ),ಮೊಸೈಕ್ ವೈರಸ್ (Mosaic Virus),ಕಾಯಿ ಗಂಟು ಗಂಟಾಗಿ ಮಚ್ಚೆಯಾಗುತ್ತದೆ. ಬಳ್ಳಿ ತೆಗೆಯಿರಿ. ಜಿಗಿಹೇನು ನಿಯಂತ್ರಿಸಿ.
ತೊಂಡೆಕಾಯಿ,ಕಾಯಿ ಕೊರಕ  (ಕೀಟ ಬಾಧೆ),ಹೆಲಿಕೋವರ್ಪಾ (Helicoverpa),ಹುಳು ಕಾಯಿ ತಿನ್ನುತ್ತದೆ. ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ತೊಂಡೆಕಾಯಿ,ಬೇರು ಗಂಟು ನುಸಿ  (ಪರಾವಲಂಬಿ ಹುಳು),ಮೆಲೋಯಿಡೋಜೈನ್ (Meloidogyne),ಬೇರು ಗಂಟಾಗುತ್ತದೆ. ಬೇವಿನ ಹಿಂಡಿ ಹಾಕಿ.
ತೊಂಡೆಕಾಯಿ,ಹಣ್ಣು ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಬ್ಯಾಕ್ಟ್ರೋಸೆರಾ (Bactrocera),ಹುಳು ಕಾಯಿ ಕೊಳೆಸುತ್ತದೆ. ಕ್ಯೂ-ಲ್ಯೂರ್ (Cue-lure) ಬಲೆ ಬಳಸಿ. ಕಾಯಿಗೆ ಚೀಲ ಹಾಕಿ.
ಬಣ್ಣದ ಸೌತೆ,ಹಣ್ಣು ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಬ್ಯಾಕ್ಟ್ರೋಸೆರಾ (Bactrocera),ಹಳದಿ ಸೌತೆಯಲ್ಲಿ ಇದು ಹೆಚ್ಚು. ಹುಳು ಒಳಗಿನ ತಿರುಳು ಕೊಳೆಸುತ್ತದೆ. ಹೂವು ಉದುರಿದ ತಕ್ಷಣ ಕಾಯಿಗೆ ಬಟ್ಟೆ ಅಥವಾ ಕಾಗದದ ಚೀಲ ಹಾಕಿ. ಮೋಹಕ ಬಲೆ ಬಳಸಿ. ಕಾಯಿ ಹಳದಿಯಾಗುವ ಮುನ್ನವೇ ಕೊಯ್ಲು ಮಾಡಿ.
ಬಣ್ಣದ ಸೌತೆ,ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಓಡಿಯಂ (Oidium),ಎಲೆ ಮೇಲೆ ಬಿಳಿ ಹಿಟ್ಟು ಆವರಿಸಿ ಬಳ್ಳಿ ಸಾಯುತ್ತದೆ. ಬಳ್ಳಿ ನೆಲಕ್ಕೆ ತಾಗದಂತೆ ಚಪ್ಪರ ಹಾಕಿ ಅಥವಾ ಮಲ್ಚಿಂಗ್ ಮಾಡಿ. ಕರಗುವ ಗಂಧಕ ಅಥವಾ ಹಾಲು-ನೀರಿನ ಮಿಶ್ರಣ ಸಿಂಪಡಿಸಿ.
ಬಣ್ಣದ ಸೌತೆ,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಪ್ಲಾಸ್ಮೋಪಾರಾ (Plasmopara),ಎಲೆ ಹಳದಿಯಾಗಿ ಕಾಯಿ ಸಣ್ಣದಾಗುತ್ತದೆ. ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ.
ಬಣ್ಣದ ಸೌತೆ,ಮೊಸೈಕ್ ವೈರಸ್  (ವೈರಸ್ ರೋಗ),ಮೊಸೈಕ್ ವೈರಸ್ (Mosaic Virus),ಕಾಯಿ ವಿರೂಪಗೊಂಡು ಗಂಟು ಬರುತ್ತದೆ. ಬಳ್ಳಿ ತೆಗೆಯಿರಿ. ಕೀಟ ನಿಯಂತ್ರಿಸಿ.
ಬಸಳೆ ಸೊಪ್ಪು,ಸರ್ಕೋಸ್ಪೋರಾ ಎಲೆ ಚುಕ್ಕೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಸರ್ಕೋಸ್ಪೋರಾ (Cercospora),ಎಲೆ ಮೇಲೆ ಕೆಂಪು-ನೇರಳೆ ಬಣ್ಣದ ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ಸೋಂಕಿತ ಎಲೆ ತೆಗೆಯಿರಿ. ಬಳ್ಳಿ ವಿರಳ ಮಾಡಿ. ನೀರುಣಿಸುವಾಗ ಎಲೆ ಒದ್ದೆಯಾಗದಂತೆ ನೋಡಿ.
ಬಸಳೆ ಸೊಪ್ಪು,ತುಕ್ಕು ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಪಕ್ಸಿನಿಯಾ (Puccinia),ಎಲೆ ಮೇಲೆ ಕಿತ್ತಳೆ ಬಣ್ಣದ ಬೊಕ್ಕೆ ಬರುತ್ತದೆ. ಎಲೆ ತೆಗೆಯಿರಿ. ಗಂಧಕದ ಪುಡಿ ಧೂಳಿಸಿ (ತಿನ್ನುವ ಮುನ್ನ ಚೆನ್ನಾಗಿ ತೊಳೆಯಿರಿ).
ಬಸಳೆ ಸೊಪ್ಪು,ಬೇರು ಗಂಟು ನುಸಿ  (ಪರಾವಲಂಬಿ ಹುಳು),ಮೆಲೋಯಿಡೋಜೈನ್ (Meloidogyne),ಬೇರು ಗಂಟಾಗುತ್ತದೆ. ಮಣ್ಣಿಗೆ ಪ್ಲಾಸ್ಟಿಕ್ ಹೊದಿಸಿ ಬಿಸಿಲಿಗೆ ಬಿಡಿ. ಬೆಳೆ ಬದಲಿಸಿ.
ಬಸಳೆ ಸೊಪ್ಪು,ಎಲೆ ಕೊರೆಯುವ ಹುಳು  (ಕೀಟ ಬಾಧೆ),ಲಿರಿಯೋಮೈಜಾ (Liriomyza),ಎಲೆ ಮೇಲೆ ಬಿಳಿ ಗೆರೆ ಬರುತ್ತದೆ. ಎಲೆ ತೆಗೆಯಿರಿ. ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ಮಾವಿನ ಶುಂಠಿ,ರೈಜೋಮ್ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಪೈಥಿಯಂ (Pythium),ಎಲೆ ಹಳದಿಯಾಗಿ ಒಣಗುತ್ತದೆ. ಗೆಡ್ಡೆ ಮೆತ್ತಗಾಗಿ ಕೊಳೆತು ವಾಸನೆ ಬರುತ್ತದೆ. ಬಿತ್ತನೆಗೆ ಮುನ್ನ ಗೆಡ್ಡೆಯನ್ನು ಬಿಸಿ ನೀರಿನಲ್ಲಿ (50 ಡಿಗ್ರಿ) 30 ನಿಮಿಷ ಅದ್ದಿ ಅಥವಾ ಟ್ರೈಕೋಡರ್ಮ ಲೇಪಿಸಿ. ನೀರು ನಿಲ್ಲದಂತೆ ಏರು ಮಡಿ ಮಾಡಿ.
ಮಾವಿನ ಶುಂಠಿ,ಎಲೆ ಚುಕ್ಕೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೈಲೋಸ್ಟಿಕ್ಟಾ (Phyllosticta),ಎಲೆ ಮೇಲೆ ಸಣ್ಣ ಕಂದು ಚುಕ್ಕೆ ಬಂದು ಎಲೆ ಒಣಗುತ್ತದೆ. ಗೆಡ್ಡೆ ಸಣ್ಣದಾಗುತ್ತದೆ. ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ ಕಾಪರ್ ದ್ರಾವಣ ಸಿಂಪಡಿಸಿ.
ಮಾವಿನ ಶುಂಠಿ,ಕಾಂಡ ಕೊರಕ  (ಕೀಟ ಬಾಧೆ),ಕೈಲೋ (Chilo),ಸುಳಿ ಒಣಗುತ್ತದೆ. ಕತ್ತರಿಸಿ ಸುಟ್ಟುಹಾಕಿ. ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ಮಾವಿನ ಶುಂಠಿ,ಒಣ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫ್ಯುಸಾರಿಯಂ (Fusarium),ಶೇಖರಣೆಯಲ್ಲಿ ಗೆಡ್ಡೆ ಒಣಗುತ್ತದೆ. ಸರಿಯಾಗಿ ಒಣಗಿಸಿ (ಕ್ಯೂರಿಂಗ್) ಮರಳಿನಲ್ಲಿ ಶೇಖರಿಸಿ.
ಮಿಲ್ಕಿ ಮಶ್ರೂಮ್,ಹಸಿರು ಬೂಷ್ಟು / ಗ್ರೀನ್ ಮೋಲ್ಡ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಟ್ರೈಕೋಡರ್ಮಾ (Trichoderma - Green mold),ಮಣ್ಣಿನ ಮೇಲೆ ಹಸಿರು ಬೂಷ್ಟು ಬಂದು ಅಣಬೆಗೆ ಸ್ಪರ್ಧೆ ನೀಡುತ್ತದೆ. ನೈರ್ಮಲ್ಯ ಕೊರತೆಯಿಂದ ಹೀಗಾಗುತ್ತದೆ. ಹುಲ್ಲನ್ನು ಸರಿಯಾಗಿ ಸಂಸ್ಕರಿಸಿ. ಹಸಿರು ಬೂಷ್ಟು ಕಂಡರೆ ಉಪ್ಪು ಅಥವಾ ವಿನೆಗರ್ ಬಟ್ಟೆಯಿಂದ ಮುಚ್ಚಿ ಆ ಚೀಲ ತೆಗೆಯಿರಿ.
ಮಿಲ್ಕಿ ಮಶ್ರೂಮ್,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಮಚ್ಚೆ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಸೂಡೊಮೊನಾಸ್ (Pseudomonas),ಅಣಬೆಯ ಟೋಪಿ ಮೇಲೆ ಕಂದು ಅಂಟು ಮಚ್ಚೆ ಬರುತ್ತದೆ. ತೇವಾಂಶ ಕಡಿಮೆ ಮಾಡಿ. ಕ್ಲೋರಿನ್ ಮಿಶ್ರಿತ ನೀರು ಬಳಸಿ. ಅಣಬೆ ಮೇಲೆ ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿ.
ಮಿಲ್ಕಿ ಮಶ್ರೂಮ್,ಒಣ ಗುಳ್ಳೆ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ವರ್ಟಿಸಿಲಿಯಮ್ (Verticillium),ಅಣಬೆ ವಿರೂಪಗೊಂಡು ಬುಡ ದಪ್ಪವಾಗುತ್ತದೆ. ಅಣಬೆ ನೊಣಗಳನ್ನು ನಿಯಂತ್ರಿಸಿ. ಶುದ್ಧ ಮಣ್ಣು ಬಳಸಿ.
ಮಿಲ್ಕಿ ಮಶ್ರೂಮ್,ಶಾಯಿ ಅಣಬೆ / ಇಂಕ್ ಕ್ಯಾಪ್  (ಕಳೆ ಶಿಲೀಂಧ್ರ),ಕಾಪ್ರಿನಸ್ (Coprinus),ಹಾಸಿಗೆಯಲ್ಲಿ ಕಪ್ಪು ಶಾಯಿ ಅಣಬೆ ಬೆಳೆಯುತ್ತದೆ. ಕಾಂಪೋಸ್ಟ್ ಸರಿಯಾಗಿಲ್ಲದಿದ್ದರೆ ಇದು ಬರುತ್ತದೆ. ಅದು ಕರಗುವ ಮುನ್ನವೇ ಕಿತ್ತು ಹಾಕಿ.
ಮಿಲ್ಕಿ ಮಶ್ರೂಮ್,ಅಣಬೆ ನೊಣ / ಫಂಗಸ್ ನ್ಯಾಟ್  (ಕೀಟ ಬಾಧೆ),ಸಿಯಾರೀಡ್ಸ್ (Sciarids),ನೊಣದ ಮರಿಗಳು ಅಣಬೆ ಬೀಜ ತಿಂದು ಟೋಪಿಯಲ್ಲಿ ಸುರಂಗ ಮಾಡುತ್ತವೆ. ಬೆಳಕಿನ ಬಲೆ ಬಳಸಿ. ಕೋಣೆ ಮುಚ್ಚಿರಲಿ.
ಪುದೀನಾ,ತುಕ್ಕು ರೋಗ / ರಸ್ಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಪಕ್ಸಿನಿಯಾ (Puccinia),ಎಲೆ ಅಡಿಯಲ್ಲಿ ಕಿತ್ತಳೆ ಬಣ್ಣದ ಪುಡಿ ಚುಕ್ಕೆ ಬಂದು ಎಲೆ ಉದುರುತ್ತದೆ. ಎಲೆ ಮೇಲೆ ನೀರು ಬೀಳಿಸಬೇಡಿ. ಆಗಾಗ ಕಡ್ಡಿ ಕೊಯ್ಲು ಮಾಡಿ. ರೋಗ ಹೆಚ್ಚಿದ್ದರೆ ಬುಡ ಸಮೇತ ಕತ್ತರಿಸಿ ಹೊಸ ಚಿಗುರು ಬರಲು ಬಿಡಿ.
ಪುದೀನಾ,ಕಾಂಡ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಸ್ಕ್ಲೆರೋಟಿಯಂ (Sclerotium),ಮಣ್ಣಿನೊಳಗಿನ ಕಾಂಡ ಕಪ್ಪಾಗಿ ಕೊಳೆಯುತ್ತದೆ. ನೀರು ನಿಂತರೆ ಹೀಗಾಗುತ್ತದೆ. ನೀರು ಬಸಿಯುವ ಎತ್ತರದ ಮಡಿಯಲ್ಲಿ ನೆಡಿ. ನಾಟಿಗೆ ಮುನ್ನ ಬೇರನ್ನು ಟ್ರೈಕೋಡರ್ಮ ದ್ರಾವಣದಲ್ಲಿ ಅದ್ದಿ.
ಪುದೀನಾ,ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಎರಿಸೈಫಿ (Erysiphe),ಎಲೆ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಬರುತ್ತದೆ. ಅಡುಗೆ ಸೋಡಾ ದ್ರಾವಣ ಅಥವಾ ಗಂಧಕ ಸಿಂಪಡಿಸಿ. ಗಾಳಿ ಆಡಲು ಆಗಾಗ ಕೊಯ್ಲು ಮಾಡಿ.
ಪುದೀನಾ,ಸೊರಗು ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫ್ಯುಸಾರಿಯಂ (Fusarium),ಗಿಡ ಸೊರಗಿ ಸಾಯುತ್ತದೆ. ಒಂದೇ ಜಾಗದಲ್ಲಿ ಪದೇ ಪದೇ ಪುದೀನಾ ಬೆಳೆಯಬೇಡಿ. ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣಿಗೆ ಬಿಸಿಲು ತಗಲಿಸಿ (ಸೋಲಾರೈಸೇಶನ್).
ಅಣಬೆ (ಸಾಮಾನ್ಯ),ಹಸಿರು ಬೂಷ್ಟು  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಟ್ರೈಕೋಡರ್ಮಾ (Trichoderma),ಚೀಲದ ಮೇಲೆ ಹಸಿರು ಬೂಷ್ಟು ಬರುತ್ತದೆ. ಹುಲ್ಲನ್ನು ಚೆನ್ನಾಗಿ ಬೇಯಿಸಿ (ಸ್ಟೆರಿಲೈಸ್). ಕೈ ಮತ್ತು ಉಪಕರಣಗಳನ್ನು ಆಲ್ಕೋಹಾಲ್ ನಿಂದ ತೊಳೆಯಿರಿ. ಸೋಂಕಿತ ಚೀಲ ತಕ್ಷಣ ತೆಗೆಯಿರಿ.
ಅಣಬೆ (ಸಾಮಾನ್ಯ),ಅಣಬೆ ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಫೋರಿಡ್ಸ್ (Phorids),ನೊಣದ ಮರಿಗಳು ಅಣಬೆ ಬೀಜ ತಿನ್ನುತ್ತವೆ. ಬೆಳಕಿನ ಬಲೆ ಬಳಸಿ. ಕೋಣೆಗೆ ಬಲೆ ಹಾಕಿ ನೊಣ ಬಾರದಂತೆ ತಡೆಯಿರಿ. ಕಾಂಪೋಸ್ಟ್ ಚೆನ್ನಾಗಿ ಕಳಿತಿರಲಿ.
ಅಣಬೆ (ಸಾಮಾನ್ಯ),ಜೇಡರ ಬಲೆ ಬೂಷ್ಟು / ಕಾಬ್ ವೆಬ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಡಾಕ್ಟಿಲಿಯಮ್ (Dactylium),ಅಣಬೆಯ ಮೇಲೆ ಹತ್ತಿಯಂತಹ ಬಿಳಿ ಬೂಷ್ಟು ಆವರಿಸುತ್ತದೆ. ಉಪ್ಪು ಹಾಕಿ. ತೇವಾಂಶ ಕಡಿಮೆ ಮಾಡಿ.
ಜಾಯಿಕಾಯಿ ಸಿಪ್ಪೆ,ಹಣ್ಣು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೈಟೋಫthora (Phytophthora),ಹೊರಗಿನ ಸಿಪ್ಪೆ ಕಪ್ಪಾಗಿ ಕೊಳೆತು ಬೀಜ ಬಲಿಯುವ ಮುನ್ನವೇ ಉದುರುತ್ತದೆ. ಬಿಸಿಲು ಬೀಳಲು ಮರ ಕತ್ತರಿಸಿ. ಬಿದ್ದ ಹಣ್ಣು ತೆಗೆಯಿರಿ. ಮಳೆಗೂ ಮುನ್ನ ಬೋರ್ಡೋ ಮಿಶ್ರಣ ಸಿಂಪಡಿಸಿ.
ಜಾಯಿಕಾಯಿ ಸಿಪ್ಪೆ,ಹಣ್ಣು ಒಡೆಯುವುದು  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಹಣ್ಣು ಒಡೆಯುವುದು (Fruit cracking),ಕಾಯಿ ಬಲಿಯುವ ಮುನ್ನವೇ ಒಡೆದು ಒಳಗಿನ ಪತ್ರೆ ಕೊಳೆಯುತ್ತದೆ. ನೀರಿನ ಏರುಪೇರಿನಿಂದ ಹೀಗಾಗುತ್ತದೆ. ನಿಯಮಿತವಾಗಿ ನೀರು ಕೊಡಿ. ಪೊಟ್ಯಾಷ್ ಗೊಬ್ಬರ ಹಾಕಿ.
ಜಾಯಿಕಾಯಿ ಸಿಪ್ಪೆ,ನೂಲು ರೋಗ / ಥ್ರೆಡ್ ಬ್ಲೈಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕಾರ್ಟಿಸಿಯಂ ಕೊಲೊಕೇಸಿಯೆ (Corticium colocasiae),ಎಲೆ ಅಡಿಯಲ್ಲಿ ಮತ್ತು ಕಾಯಿ ಮೇಲೆ ಬಿಳಿ ನೂಲಿನಂತಹ ಬೂಷ್ಟು ಬರುತ್ತದೆ. ಸೋಂಕಿತ ಕೊಂಬೆ ಕತ್ತರಿಸಿ. ಕಾಪರ್ ಯುಕ್ತ ಔಷಧ ಸಿಂಪಡಿಸಿ.
ಈರುಳ್ಳಿ,ಕಪ್ಪು ಬೂಷ್ಟು  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಆಸ್ಪರ್ಜಿಲಸ್ ನೈಜರ್ (Aspergillus niger),ಕೊಯ್ಲಿನ ನಂತರ ಸಿಪ್ಪೆಯ ಒಳಗೆ ಕಪ್ಪು ಪುಡಿ ಗೆರೆ ಬರುತ್ತದೆ. ಕೊಯ್ಲಿನ ನಂತರ ನೆರಳಿನಲ್ಲಿ 2 ವಾರ ಚೆನ್ನಾಗಿ ಒಣಗಿಸಿ (ಕ್ಯೂರಿಂಗ್). ಒದ್ದೆಯಿದ್ದಾಗ ಕೊಯ್ಲು ಮಾಡಬೇಡಿ. ಬಲೆ ಚೀಲದಲ್ಲಿ ಶೇಖರಿಸಿ.
ಈರುಳ್ಳಿ,ಕುತ್ತಿಗೆ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಬೊಟ್ರೈಟಿಸ್ ಅಲಿಯಿ (Botrytis allii),ಈರುಳ್ಳಿ ಕುತ್ತಿಗೆ ಮೆತ್ತಗಾಗಿ ಗೆಡ್ಡೆ ಕೊಳೆಯುತ್ತದೆ. ಕೊಯ್ಲಿಗೆ 10 ದಿನ ಮುಂಚೆ ನೀರು ನಿಲ್ಲಿಸಿ. ಕುತ್ತಿಗೆ ಚೆನ್ನಾಗಿ ಒಣಗಿದ ಮೇಲಷ್ಟೇ ಕೊಯ್ಲು ಮಾಡಿ. ಕೊನೆಯಲ್ಲಿ ಸಾರಜನಕ ಗೊಬ್ಬರ ಬೇಡ.
ಈರುಳ್ಳಿ,ಬುಡ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫ್ಯುಸಾರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್ (Fusarium oxysporum),ಎಲೆ ಹಳದಿಯಾಗಿ ಬೇರು ಕೊಳೆಯುತ್ತದೆ. ಬುಡದಲ್ಲಿ ಬಿಳಿ ಬೂಷ್ಟು ಬರುತ್ತದೆ. ಬೆಳೆ ಬದಲಾವಣೆ ಮಾಡಿ. ಏರು ಮಡಿ ಮಾಡಿ ನೀರು ಬಸಿಯುವಂತೆ ನೋಡಿ. ಸೋಂಕಿತ ಗಿಡ ಕಿತ್ತು ಹಾಕಿ.
ಈರುಳ್ಳಿ,ಈರುಳ್ಳಿ ನೊಣ / ಮ್ಯಾಗಟ್  (ಕೀಟ ಬಾಧೆ),ಡೆಲಿಯಾ ಆಂಟಿಕ್ವಾ (Delia antiqua),ಬಿಳಿ ಹುಳು ಗೆಡ್ಡೆಯೊಳಗೆ ಸುರಂಗ ಮಾಡಿ ಕೊಳೆಸುತ್ತದೆ. ಕೊಳೆತ ಈರುಳ್ಳಿ ಹೊಲದಲ್ಲಿ ಬಿಡಬೇಡಿ. ಬೆಳೆ ಬದಲಿಸಿ. ಬಿತ್ತನೆ ನಂತರ ಬಲೆ ಹೊದಿಕೆ ಹಾಕಿ. ಪುದೀನಾ ಬೆಳೆಸಿ ನೊಣಗಳನ್ನು ಗೊಂದಲಕ್ಕೀಡು ಮಾಡಿ.
ಈರುಳ್ಳಿ,ನೇರಳೆ ಮಚ್ಚೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಆಲ್ಟರ್ನೇರಿಯಾ ಪೋರ್ರಿ (Alternaria porri),ಎಲೆ ಮತ್ತು ಕುತ್ತಿಗೆ ಮೇಲೆ ನೇರಳೆ ಮಚ್ಚೆ ಬಂದು ಗೆಡ್ಡೆ ಕೊಳೆಯುತ್ತದೆ. ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ ಕಾಪರ್ ಔಷಧ ಸಿಂಪಡಿಸಿ. ಒಣ ಹವೆಯಲ್ಲಿ ಕೊಯ್ಲು ಮಾಡಿ.
